shopify_gid,handle,sku,old_name,new_name,matched_png_fileid,confidence,bucket,top_similarity,chosen_index,candidate_names
,0-cross-stitch-black-embroidered-icon,ICON-45923952034049,0 Cross Stitch Black Embroidered Icon,Cross Stitch C,1mjtg_amUbRbiOQ9ySet7h_ftNoAUqd8E,high,High confidence,0.9531,4,Cross Stitch G | Cross Stitch U | Cross Stitch A | Cross Stitch D | Cross Stitch C | Cross Stitch W | Cross Stitch Q | Cross Stitch O | Cross Stitch V | Cross Stitch B | Cross Stitch M | Cross Stitch P
,v2-lime-slice,ICON-45782332997889,Lime Slice Embroidered Icon,,,low,No match - likely cut,0.8469,-1,Lime Slice | Lemon Slice | Clover | Pink Flower | Yellow Flower | Sushi Roll | Sun | Plane Window | Life Preserver | Boston Clover | Chicago Ferris Wheel | Adderall
,v2-lip-filler,ICON-45782333096193,Lip Filler Embroidered Icon,,,high,No match - likely cut,0.6243,-1,Cigarette | Olive on Toothpick | Pink Sunglasses | Pink Lighter | Two Olives on Toothpick | Lipstick | Wine Bottle | Pills | Lighter | Three Olives on Toothpick | Howdy | Topo Chico
,v2-lips,ICON-45782333194497,Lips Embroidered Icon,Lips,11R1N2vsypfvZtvJYXThQCsHB1M2wOPY2,high,High confidence,0.7856,0,Lips | Joint | New York Hot Dog | Chicago Hot Dog Print | Claw Clip | Fish Bone | Lobster | Blue Plaid Q | Shrimp Sashimi | Football | Chicago Hot Dog Script | Chicago Bean
,v2-lips2,ICON-45782333358337,Lips2 Embroidered Icon,,,low,No match - likely cut,0.6453,-1,Lips | Rosebud | Bikini | Joint | Rose | Blue Plaid Q | Football | New York Hot Dog | Fish Bone | Chicago Hot Dog Script | Chicago Hot Dog Print | Caviar Latke
,lipstick-embroidered-icon,ICON-46626340372737,Lipstick Embroidered Icon,,,low,No match - likely cut,0.8870,-1,Lipstick | Lighter | Pink Lighter | Wine Bottle | Nail Polish | Cigarette | Chicago Skyline | Sriracha | Surf Board | Hot Sauce | Champagne Bottle | Topo Chico
,little-fluffy-dog-embroidered-icon,ICON-45851605926145,Little Fluffy Dog Embroidered Icon,,,low,No match - likely cut,0.8499,-1,Fluffy White Dog | Fluffy Brown Dog | Shorthair Shi Tzu | Westie | Blonde Doodle | Poodle | Fluffy Black Dog | Ski Fluffy White Dog | Black Doodle | Yorkie | Ski Brown Doodle | Chow Chow
,v2-lobster,ICON-45782333522177,Lobster Embroidered Icon,,,low,No match - likely cut,0.9103,-1,Lobster | Crab | Cactus | Rose | Rosebud | Bikini | Swans | Cape Cod Stamp | Red Rose | Vine Tomatoes | Locket Filled Bow | Fish Bone
,lobster-platter-embroidered-icon,ICON-46315865014529,Lobster Platter Embroidered Icon,,,low,No match - likely cut,0.5949,-1,Joint | Claw Clip | Caviar | Shrimp Sashimi | Boston Cannoli | Shrimp | Sushi Roll | Cowgirl Hat | New York Hot Dog | Plane Window | Caviar Latke | Football
,v2-locket-filled-bow,ICON-45782333620481,Locket Filled Bow Embroidered Icon,Locket Filled Bow,1AttOh1chWirfpuNHsD_rB0VObturUXgY,high,High confidence,0.8350,0,Locket Filled Bow | Schnauzer Locket | Locket Filled | Bulldog Locket | Boxer Locket | Italian Greyhound Locket | Chihuahua Locket | Pomeranian Locket | Poodle Locket | Cane Corso Locket | Golden Retriever Locket | Black Doodle Locket
,v2-locket-filled,ICON-45782333718785,Locket Filled Embroidered Icon,,,high,No match - likely cut,0.8628,-1,Italian Greyhound Locket | Locket Filled | Bulldog Locket | Schnauzer Locket | Pomeranian Locket | Boxer Locket | Doberman Locket | Golden Retriever Locket | Cane Corso Locket | Pit Bull Locket | Poodle Locket | Chihuahua Locket
,v2-locket-outline-bow,ICON-45782333817089,Locket Outline Bow Embroidered Icon,Locket Filled Bow,1AttOh1chWirfpuNHsD_rB0VObturUXgY,high,High confidence,0.8267,4,Lover Arrow Heart | Lover Locket | Italian Greyhound Locket | Longhair Shi Tzu Locket | Locket Filled Bow | Pomeranian Locket | Black Doodle Locket | Cane Corso Locket | Brown Doodle Locket | Poodle Locket | Boxer Locket | Bulldog Locket
,v2-locket-outline,ICON-45782333915393,Locket Outline Embroidered Icon,,,high,No match - likely cut,0.8522,-1,Lover Locket | Lover Arrow Heart | Italian Greyhound Locket | Poodle Locket | Pomeranian Locket | Longhair Shi Tzu Locket | Brown Doodle Locket | Cane Corso Locket | Boxer Locket | Doberman Locket | Black Doodle Locket | Bulldog Locket
,long-hair-black-and-white-cat-embroidered-icon,ICON-46386746884353,Long Hair Black and White Cat Embroidered Icon,Black and White Long Hair Cat,1cxjqkK6t-2d94uBOt6gfdqqq-cMjS3fE,high,High confidence,0.9138,0,Black and White Long Hair Cat | Black and White Short Hair Cat | Long Hair Calico Cat | Black Long Hair Cat | Grey and White Long Hair Cat | Orange and White Long Hair Cat | Grey Long Hair Cat | Long Hair Striped Cat | White Long Hair Cat | Black Short Hair Cat | Balinese Cat | Orange Long Hair Cat
,long-hair-black-cat-embroidered-icon,ICON-46386749440257,Long Hair Black Cat Embroidered Icon,,,low,No match - likely cut,0.9044,-1,Black Long Hair Cat | Black Short Hair Cat | Black and White Long Hair Cat | Grey Long Hair Cat | Long Hair Striped Cat | Grey and White Long Hair Cat | Long Hair Calico Cat | Balinese Cat | Orange Long Hair Cat | Orange and White Long Hair Cat | White Long Hair Cat | Black and White Short Hair Cat
,long-hair-calico-cat-embroidered-icon,ICON-46386756059393,Long Hair Calico Cat Embroidered Icon,Long Hair Calico Cat,1lpFiZpVwhi9Sm66CpLKK0EujQUGsHBOQ,high,High confidence,0.8986,0,Long Hair Calico Cat | White Long Hair Cat | Black and White Long Hair Cat | Balinese Cat | Black Long Hair Cat | Orange and White Long Hair Cat | Grey and White Long Hair Cat | Grey Long Hair Cat | Long Hair Striped Cat | Short Hair Calico Cat | Orange Long Hair Cat | Grey Short Hair Cat
,long-hair-grey-and-white-cat-embroidered-icon,ICON-46386758254849,Long Hair Grey and White Cat Embroidered Icon,,,low,No match - likely cut,0.8793,-1,Grey Long Hair Cat | Orange and White Long Hair Cat | White Long Hair Cat | Grey and White Long Hair Cat | Long Hair Calico Cat | Orange Long Hair Cat | Black and White Long Hair Cat | Grey Short Hair Cat | Orange and White Short Hair Cat | Grey and White Short Hair Cat | Black and White Short Hair Cat | Orange Short Hair Cat
,long-hair-grey-cat-embroidered-icon,ICON-46386763563265,Long Hair Grey Cat Embroidered Icon,,,low,No match - likely cut,0.8835,-1,Grey Long Hair Cat | Orange Long Hair Cat | Grey and White Long Hair Cat | Orange and White Long Hair Cat | Black Long Hair Cat | Grey Short Hair Cat | Long Hair Calico Cat | Orange Short Hair Cat | White Long Hair Cat | Long Hair Striped Cat | Black Short Hair Cat | Orange and White Short Hair Cat
,long-hair-orange-and-white-cat-embroidered-icon,ICON-46386766774529,Long Hair Orange and White Cat Embroidered Icon,,,low,No match - likely cut,0.8817,-1,Grey Long Hair Cat | Orange and White Long Hair Cat | White Long Hair Cat | Grey and White Long Hair Cat | Orange Long Hair Cat | Long Hair Calico Cat | Black and White Long Hair Cat | Black Long Hair Cat | Grey Short Hair Cat | Orange and White Short Hair Cat | Orange Short Hair Cat | Long Hair Striped Cat
,long-hair-orange-cat-embroidered-icon,ICON-46386769887489,Long Hair Orange Cat Embroidered Icon,,,low,No match - likely cut,0.8856,-1,Grey Long Hair Cat | Orange Long Hair Cat | Grey and White Long Hair Cat | Orange and White Long Hair Cat | Black Long Hair Cat | Grey Short Hair Cat | White Long Hair Cat | Long Hair Calico Cat | Orange Short Hair Cat | Black Short Hair Cat | White Short Hair Cat | Long Hair Striped Cat
,long-hair-striped-cat-embroidered-icon,ICON-46386771689729,Long Hair Striped Cat Embroidered Icon,,,low,No match - likely cut,0.8632,-1,Long Hair Striped Cat | Orange and White Long Hair Cat | Grey Long Hair Cat | Grey and White Long Hair Cat | White Long Hair Cat | Long Hair Calico Cat | Black Long Hair Cat | Balinese Cat | Orange Long Hair Cat | Black and White Long Hair Cat | Grey Short Hair Cat | Black Short Hair Cat
,m-cheetah-embroidered-icon,ICON-46172466413825,M Cheetah Embroidered Icon,,,low,No match - likely cut,0.9791,-1,Cheetah M | Cheetah N | Cheetah W | Cheetah V | Cheetah P | Cheetah X | Cheetah A | Cheetah F | Cheetah Y | Cheetah H | Cheetah T | Cheetah Z
,m-cross-stitch-black-embroidered-icon,ICON-45923695362305,M Cross Stitch Black Embroidered Icon,Cross Stitch M,12quggutgjbiM9lQmme0apBMk0UnwnQj0,high,High confidence,0.9714,0,Cross Stitch M | Cross Stitch W | Cross Stitch G | Cross Stitch N | Cross Stitch U | Cross Stitch V | Cross Stitch Y | Cross Stitch E | Cross Stitch A | Cross Stitch Q | Cross Stitch L | Cross Stitch R
,m-cross-stitch-red-embroidered-icon,ICON-45923653353729,M Cross Stitch Red Embroidered Icon,,,low,No match - likely cut,0.9709,-1,Cross Stitch M | Cross Stitch W | Cross Stitch G | Cross Stitch N | Cross Stitch U | Cross Stitch V | Cross Stitch Y | Cross Stitch E | Cross Stitch A | Cross Stitch Q | Cross Stitch L | Cross Stitch R
,matcha-embroidered-icon,ICON-46919650410753,Matcha Embroidered Icon,Matcha,1sR3fdwvQ1k9hL8l49NdZWmwLlaE0-oPW,high,High confidence,0.9233,0,Matcha | Boston Dunkin | LA Smoothie | Ralph's Iced Coffee | Charleston Iced Tea | Takeout | Nantucket Basket | Martini | Two Olives on Toothpick | Old Fashioned | Lemonade | Three Olives on Toothpick
,v2-matches,ICON-45782334013697,Matches Embroidered Icon,,,low,No match - likely cut,0.7966,-1,Matches | Skis | Makeup Brushes | Cigarette | Olive on Toothpick | Snowflake | USA Skis | Two Olives on Toothpick | Broccoli | Fries | Golf Clubs | Pink Flower
,menorah-embroidered-icon,ICON-46892777636097,Menorah Embroidered Icon,,,low,No match - likely cut,0.9828,-1,Menorah | Anchor | Red Wine | Snowflake | Lobster | White Wine | Smiley Face | Cactus | I Love NY | Broccoli | I Love SF | I Love CHI
,v2-metrocard-1,ICON-45782334112001,Metrocard 1 Embroidered Icon,,,low,No match - likely cut,0.8390,-1,MetroCard | Boarding Pass | Prozac | Chicago Wrigley Sign | Boston License Plate | Butter | Adderall | Pink Suitcase | California Flag | Chicago Hot Dog Print | Ski Pass | Howdy
,mittens-embroidered-icon,ICON-46892777767169,Mittens Embroidered Icon,,,low,No match - likely cut,0.6081,-1,Bikini | Pepper | Locket Filled Bow | Smiley Face | Fish Bone | Bass Cleff | Bikini Polka Dot | Cherries | Stocking | Broccoli | Locket Filled | Lock & Key
,moped-embroidered-icon,ICON-46316015124737,Moped Embroidered Icon,,,low,No match - likely cut,0.9322,-1,Moped | Convertible | Convertible Beetle | Golf Cart | Tree Taxi | Bronco | Taxi | Christmas Tree Truck | LA Vintage Car | Taxi Snowglobe | Grey Rolling Suitcase | Martha's Vineyard Stamp
,v2-mushroom-1,ICON-45784348164353,Mushroom 1 Embroidered Icon,,,low,No match - likely cut,0.7055,-1,Brown Mushroom | Coffee | Red Mushroom | Ice Cream | Nantucket Basket | Boston Dunkin | Swirl Ice Cream | Pink Lighter | Chocolate Ice Cream | Espresso | Needlepoint | Espresso Martini
,v2-mushroom-2,ICON-45784348524801,Mushroom 2 Embroidered Icon,,,low,No match - likely cut,0.8566,-1,Red Mushroom | Strawberry Candy | Brown Mushroom | Bagel | Strawberry | Cheese | Bikini Polka Dot | Watermelon Slice | Smile Pancakes | Charleston Pineapple | Olive | Pills
,v2-music-note1,ICON-45782334374145,Music Note1 Embroidered Icon,Quarter Note,1s8Dao6EmBnzjiEwsU7n_wUzp4NyOacuM,high,High confidence,0.7901,0,Quarter Note | Eighth Note | Beamed Sixteenth Note | Pepper | California Border | Golf Clubs | Cherries | Pink Sunglasses | Cheetah J | Bass Cleff | Fish Bone | Olive on Toothpick
,v2-music-note2,ICON-45782334472449,Music Note2 Embroidered Icon,Eighth Note,1lw2ftTzHV2C9_QUS16XNapGLRmwlEw3s,high,High confidence,0.7964,0,Eighth Note | Quarter Note | Beamed Sixteenth Note | Treble Cleff | I Love SF | Pepper | Aries | California Border | Fish Bone | Bikini | Rx | Scorpio
,v2-music-note3,ICON-45782334570753,Music Note3 Embroidered Icon,,,low,No match - likely cut,0.8555,-1,Beamed Sixteenth Note | Eighth Note | Quarter Note | Ski Lift | Rx | I Love SF | Bass Cleff | Fish Bone | I Love BOS | Blue Plaid G | Scorpio | I Love DTX
,v2-mussel,ICON-45782334669057,Mussel Embroidered Icon,,,low,No match - likely cut,0.6708,-1,Blush | Olive | Boston Cannoli | Cowboy Hat | Hot Dog | Oyster | Football | Bagel | Espresso | Donut | Smile Pancakes | Egg
,v2-mustard,ICON-45782334767361,Mustard Embroidered Icon,,,low,No match - likely cut,0.5967,-1,Ozempic Vial | Perfume Bottle | Sriracha | Espresso | Aperol Bottle | Peach | Spicy Marg | Wine Bottle | Charleston Iced Tea | Strawberry Candy | Nail Polish | Ice Cream
,n-cheetah-embroidered-icon,ICON-46172467265793,N Cheetah Embroidered Icon,,,low,No match - likely cut,0.9853,-1,Cheetah N | Cheetah M | Cheetah Z | Cheetah K | Cheetah L | Cheetah T | Cheetah V | Cheetah P | Cheetah R | Cheetah A | Cheetah X | Cheetah I
,n-cross-stitch-black-embroidered-icon,ICON-45923697328385,N Cross Stitch Black Embroidered Icon,,,low,No match - likely cut,0.9487,-1,Cross Stitch N | Cross Stitch X | Cross Stitch W | Cross Stitch R | Cross Stitch Z | Cross Stitch A | Cross Stitch Y | Cross Stitch H | Cross Stitch E | Cross Stitch K | Cross Stitch M | Cross Stitch G
,n-cross-stitch-red-embroidered-icon,ICON-45923654074625,N Cross Stitch Red Embroidered Icon,,,low,No match - likely cut,0.9489,-1,Cross Stitch N | Cross Stitch X | Cross Stitch W | Cross Stitch R | Cross Stitch A | Cross Stitch Z | Cross Stitch Y | Cross Stitch H | Cross Stitch E | Cross Stitch M | Cross Stitch G | Cross Stitch K
,v2-nail-polish,ICON-45782334865665,Nail Polish Embroidered Icon,,,low,No match - likely cut,0.7562,-1,Nail Polish | Coffee | Lipstick | Wine Bottle | Champagne Bottle | Hot Sauce | Topo Chico | Pink Lighter | Boston Dunkin | Ice Cream | Aperol Bottle | Swirl Ice Cream
,new-black-and-tan-dachshund-200-embroidered-icon,ICON-46294732177665,New Black and Tan Dachshund 200 Embroidered Icon,,,low,No match - likely cut,0.8879,-1,Black and Tan Shorthair Dachshund | Black and Tan Longhair Dachshund | Brown Shorthair Dachshund | Brown Longhair Dachshund | Black Dachshund | Black Shorthair Dachshund | Tan Shorthair Dachshund | Black Longhair Dachshund | Tan Longhair Dachshund | Ski Black and Tan Shorthair Dachshund | Ski Brown Longhair Dachshund | Chocolate Lab
,new-black-and-tan-lh-dachshund-200-embroidered-icon,ICON-46294732931329,New Black and Tan LH Dachshund 200 Embroidered Icon,Black and Tan Longhair Dachshund,1kYRHAKj6RcnqdUhcjEQUpwo2Y4948gr8,high,High confidence,0.8789,0,Black and Tan Longhair Dachshund | Brown Longhair Dachshund | Black and Tan Shorthair Dachshund | Tan Longhair Dachshund | Black Longhair Dachshund | Ski Brown Longhair Dachshund | Ski Black Longhair Dachshund | Brown Shorthair Dachshund | Ski Blonde Longhair Dachshund | Ski Black And Tan Longhair Dachshund | Black Dachshund | Black Shorthair Dachshund
,new-blonde-lh-dachshund-200-embroidered-icon,ICON-46294736240897,New Blonde LH Dachshund 200 Embroidered Icon,,,low,No match - likely cut,0.8856,-1,Brown Longhair Dachshund | Tan Longhair Dachshund | Black Longhair Dachshund | Black and Tan Longhair Dachshund | Brown Shorthair Dachshund | Tan Shorthair Dachshund | Black and Tan Shorthair Dachshund | Cocker Spaniel | Black Dachshund | Black Shorthair Dachshund | Ski Blonde Longhair Dachshund | Ski Brown Longhair Dachshund
,new-dachshund-brown-200-embroidered-icon,ICON-46294738534657,New Brown Dachshund 200 Embroidered Icon,,,low,No match - likely cut,0.8336,-1,Brown Shorthair Dachshund | Brown Longhair Dachshund | Black Longhair Dachshund | Black Shorthair Dachshund | Black Dachshund | Tan Shorthair Dachshund | Chocolate Lab | Black Lab | Tan Longhair Dachshund | Black and Tan Longhair Dachshund | Black and Tan Shorthair Dachshund | Golden Retriever
,new-brown-lh-dachshund-200-embroidered-icon,ICON-46294738796801,New Brown Dachshund LH 200 Embroidered Icon,Brown Longhair Dachshund,18sdTNmJoJP6GKPCfbPXQtNRHbv4nnkls,high,High confidence,0.9028,1,Black Longhair Dachshund | Brown Longhair Dachshund | Black and Tan Longhair Dachshund | Tan Longhair Dachshund | Brown Shorthair Dachshund | Black Dachshund | Black Shorthair Dachshund | Black and Tan Shorthair Dachshund | Tan Shorthair Dachshund | Ski Brown Longhair Dachshund | Scottish Terrier | Ski Black Longhair Dachshund
,new-dachshund-blonde-200-embroidered-icon,ICON-46294737092865,New Dachshund Blonde 200 Embroidered Icon,Tan Shorthair Dachshund,1k3vlZLg7n6KazFDWCWmN68F53W1vs6A2,high,High confidence,0.8014,0,Tan Shorthair Dachshund | Yellow Lab | Brown Longhair Dachshund | Tan Longhair Dachshund | Brown Shorthair Dachshund | Golden Retriever | Chocolate Lab | Black Longhair Dachshund | Vizsla | Black Lab | Black and Tan Longhair Dachshund | Cocker Spaniel
,new-german-shorthaired-pointer-200-embroidered-icon,ICON-46286612168961,NEW German Shorthaired Pointer 200 Embroidered Icon,,,low,No match - likely cut,0.8930,-1,German Shorthair Pointer | Dalmatian | Ski German Shorthair Pointer | Great Dane | Belgian Malinois | Vizsla | Spotted Pit Bull | Doberman | Cane Corso | White Pit Bull | Boxer | Ski Doberman
,new-westie-dog-200-embroidered-icon,ICON-46294729031937,New Westie Dog 200 Embroidered Icon,,,low,No match - likely cut,0.9183,-1,Westie | Yorkie | Blonde Doodle | Ski Westie | Fluffy Brown Dog | Fluffy White Dog | Chow Chow | Brussels Griffon | Pomeranian | Brown Doodle | Aussie Shepherd | Chihuahua
,v2-new-york-apple,ICON-45784348688641,New York Apple Embroidered Icon,,,low,No match - likely cut,0.9352,-1,New York Apple | San Francisco Heart | Chicago Heart | San Diego Heart | Boston Heart | New York Heart | Dallas Heart | LA Heart | Austin Heart | Apple | Love You Heart | Call Me Heart
,new-york-hot-dog-embroidered-icon,ICON-46626340667649,New York Hot Dog Embroidered Icon,New York Hot Dog,1iDAapDB-CZtgM8GHiEsmn3UuM52ZEJ05,high,High confidence,0.9091,1,Chicago Hot Dog Print | New York Hot Dog | Chicago Hot Dog Script | Chicago Bean | Xanax | Caviar | Claw Clip | Apple Core | MetroCard | Hot Dog | Smile Pancakes | Cowboy Hat
,v2-nugget-dip,ICON-45782334963969,Nugget + Dip Embroidered Icon,,,low,No match - likely cut,0.6012,-1,Chocolate Ice Cream | Lighter | Coffee | Ice Cream | Popcorn | Pink Lighter | Swirl Ice Cream | Lipstick | Red Rolling Suitcase | Sunscreen | Round Perfume | One Piece Swimsuit
,v2-ny-pizza,ICON-45782335062273,NY Pizza Embroidered Icon,NY Pizza,1PGZdIxY8OQq3kxkAOT3givmJmR55Vi3X,high,High confidence,0.9008,0,NY Pizza | Pizza | Cheese | Oyster | Watermelon Slice | Chicago Hot Dog Script | Hot Dog | New York Hot Dog | English Saddle | Red Mushroom | Ski Boot | Chicago Hot Dog Print
,o-cheetah-embroidered-icon,ICON-46172467626241,O Cheetah Embroidered Icon,,,low,No match - likely cut,0.9786,-1,Cheetah O | Cheetah C | Cheetah Q | Cheetah S | Cheetah D | Cheetah Z | Cheetah G | Cheetah U | Cheetah B | Cheetah P | Cheetah J | Bandana O
,o-cross-stitch-black-embroidered-icon,ICON-45923697557761,O Cross Stitch Black Embroidered Icon,,,low,No match - likely cut,0.9517,-1,Cross Stitch G | Cross Stitch U | Cross Stitch A | Cross Stitch D | Cross Stitch W | Cross Stitch Q | Cross Stitch C | Cross Stitch O | Cross Stitch B | Cross Stitch V | Cross Stitch M | Cross Stitch P
,o-cross-stitch-red-embroidered-icon,ICON-45923654467841,O Cross Stitch Red Embroidered Icon,,,low,No match - likely cut,0.9514,-1,Cross Stitch G | Cross Stitch U | Cross Stitch A | Cross Stitch D | Cross Stitch W | Cross Stitch Q | Cross Stitch C | Cross Stitch O | Cross Stitch B | Cross Stitch V | Cross Stitch M | Cross Stitch P
,v2-olive-fixed,ICON-45782335848705,Olive Fixed Embroidered Icon,,,low,No match - likely cut,0.8120,-1,Olive | Egg | Brown Sunglasses | Tomato | 8 Ball | Bagel | Yacht Flag I | Smile Pancakes | Japan Flag | Blue Plaid O | Boston Cannoli | Blush
,v2-olive-on-toothpick,ICON-45782335947009,Olive on Toothpick Embroidered Icon,,,low,No match - likely cut,0.6463,-1,Olive on Toothpick | Two Olives on Toothpick | Three Olives on Toothpick | Cherries | Pink Sunglasses | Four Olives on Toothpick | Beamed Sixteenth Note | Golf Clubs | USA Skis | Skis | Quarter Note | Eighth Note
,one-piece-swimsuit-embroidered-icon,ICON-46316004114689,One Piece Swimsuit Embroidered Icon,,,low,No match - likely cut,0.9319,-1,One Piece Swimsuit | Makeup Brushes | Pink Plaid W | Nail Polish | Champagne Bottle | Pink Plaid Y | Lingerie | Cheetah Y | I Love NY | Wine Bottle | Hot Sauce | Aperol Bottle
,ornament-embroidered-icon,ICON-46892777898241,Ornament Embroidered Icon,,,low,No match - likely cut,0.7501,-1,Watermelon | Garlic | Basketball | Volleyball | Peach | White Seashell | Tomato | Lemon | Ring | Baseball | Football | Red Rolling Suitcase
,v2-oyster,ICON-45782336045313,Oyster Embroidered Icon,,,low,No match - likely cut,0.8302,-1,Oyster | Hot Dog | Boston Cannoli | Steak | Plane Window | Sushi Roll | Caviar Latke | Chicago Hot Dog Script | New York Hot Dog | Chicago Hot Dog Print | Cowboy Hat | Egg
,p-cheetah-embroidered-icon,ICON-46172467921153,P Cheetah Embroidered Icon,Cheetah P,1PdipoSJQrb2kC9A0f8YfQM9Fcxiht2Ii,high,High confidence,0.9801,0,Cheetah P | Cheetah F | Cheetah G | Cheetah B | Cheetah R | Cheetah T | Cheetah L | Cheetah D | Cheetah H | Cheetah Z | Cheetah I | Cheetah M
,p-cross-stitch-black-embroidered-icon,ICON-45923698540801,P Cross Stitch Black Embroidered Icon,,,low,No match - likely cut,0.9519,-1,Cross Stitch A | Cross Stitch Z | Cross Stitch G | Cross Stitch E | Cross Stitch R | Cross Stitch P | Cross Stitch L | Cross Stitch V | Cross Stitch K | Cross Stitch N | Cross Stitch S | Cross Stitch Y
,p-cross-stitch-red-embroidered-icon,ICON-45923655680257,P Cross Stitch Red Embroidered Icon,,,low,No match - likely cut,0.9518,-1,Cross Stitch A | Cross Stitch G | Cross Stitch Z | Cross Stitch E | Cross Stitch R | Cross Stitch P | Cross Stitch L | Cross Stitch V | Cross Stitch N | Cross Stitch S | Cross Stitch K | Cross Stitch Y
,v2-passport,ICON-45782336143617,Passport Embroidered Icon,,,low,No match - likely cut,0.5565,-1,Passport | Pink Suitcase | Green Hot Chocolate | Fries | Red Hot Chocolate | Lingerie | Ski Pass | California Flag | Boarding Pass | Navy Suitcase | Diet Coke | Spicy Marg
,v2-peace-sign,ICON-45782336241921,Peace Sign Embroidered Icon,,,low,No match - likely cut,0.6755,-1,Pisces | Gemini | Ring | Taurus | Japan Kanji | Treble Cleff | 8 Ball | Scorpio | Heart Outline | LA Logo | Cross Stitch C | Cross Stitch E
,v2-peace-sign-red,ICON-45782336536833,Peace Sign Red Embroidered Icon,,,high,No match - likely cut,0.6850,-1,Pisces | Gemini | Ring | Taurus | Japan Kanji | Scorpio | Treble Cleff | Heart Outline | LA Logo | 8 Ball | Cross Stitch C | Cancer
,v2-peach,ICON-45784348786945,Peach Embroidered Icon,,,low,No match - likely cut,0.7871,-1,Peach | Tomato | Strawberry | Nantucket Basket | Apple | Strawberry Candy | Espresso | Negroni | Locket Filled Bow | Locket Filled | Spicy Marg | Heart
,v2-penne,ICON-45782336635137,Penne Embroidered Icon,,,low,No match - likely cut,0.5823,-1,Light Blue Pickleball Paddles | Surf Board | Football | Pickleball Paddles | Pink Sunglasses | California Border | Boston Cannoli | Lipstick | Hot Dog | Joint | Chicago Hot Dog Print | Watermelon Slice
,v2-pepper,ICON-45782336733441,Pepper Embroidered Icon,Pepper,1TrDBRDkk_Q7WmXg7ySKD_HDxrzIqgTYx,high,High confidence,0.7753,0,Pepper | Eggplant | California Border | Stocking | Eighth Note | Bass Cleff | Quarter Note | Lobster | Bikini | Smiley Face | Chicago Hot Dog Print | Banana
,v2-pickleball,ICON-45782336864513,Pickleball Embroidered Icon,,,low,No match - likely cut,0.6150,-1,Bagel | Donut | Sheet Mask | Blue Plaid O | Blue Plaid Q | Japan Flag | Pink Plaid O | 8 Ball | Pink Plaid Q | Bandana O | Blue Plaid D | Blue Plaid C
,v2-pickleball-paddles,ICON-45782337061121,Pickleball Paddles Embroidered Icon,Pickleball Paddles,1odYx6nBjbNsNnezj83s-HKTR071Eohxm,high,High confidence,0.9200,0,Pickleball Paddles | Light Blue Pickleball Paddles | Cross Stitch I | Cross Stitch T | Cross Stitch J | Cross Stitch C | Cross Stitch P | Cross Stitch L | Cross Stitch V | Cross Stitch Heart | Cross Stitch Z | Cross Stitch Y
,v2-pickleball-raquet,ICON-45782337257729,Pickleball Raquet Embroidered Icon,,,low,No match - likely cut,0.7853,-1,Pickleball Paddle | Pickleball Paddles | Light Blue Pickleball Paddles | Hair Brush | Pink Tennis Raquets | Rose | Margarita | Tennis Raquets | Red Wine | Snowboard | One Piece Swimsuit | Olive on Toothpick
,v2-pigeon-fixed,ICON-45782337454337,Pigeon fixed Embroidered Icon,,,low,No match - likely cut,0.8073,-1,Pigeon | Tan Longhair Dachshund | Swirl Ice Cream | San Francisco Sea Lion | Boston Ducks | Ski Golden Retriever | Ski Blonde Longhair Dachshund | Tan Shorthair Dachshund | Ski Tan Pomeranian | Brown Longhair Dachshund | Cocker Spaniel | Husky
,v2-pink-conversation-heart,ICON-45784349114625,Pink Conversation Heart Embroidered Icon,Love You Heart,1XN1eIALoMf39G-N6ROY7dIYXGMQNGWKN,high,High confidence,0.8984,2,XOXO Heart Blue | XOXO Heart Pink | Love You Heart | Call Me Heart | New York Heart | LA Heart | San Francisco Heart | Austin Heart | Boston Heart | San Diego Heart | Dallas Heart | Chicago Heart
,v2-pink-flower,ICON-45784349245697,Pink Flower Embroidered Icon,,,low,No match - likely cut,0.9002,-1,Pink Flower | Yellow Flower | Sun | Daisy | Cherry Blossom | Snowflake | Summer Sun | Charleston Palm Tree | Clover | Hibiscus | Claw Clip | Purple Hydrangea
,v2-pink-heart,ICON-45784349442305,Pink Heart Embroidered Icon,Heart Suit,1wRNNLBFhWUAnH4OtuE3Vnlm12uFxsdEN,high,High confidence,0.8249,8,New York Heart | Dallas Heart | LA Heart | Austin Heart | San Diego Heart | Boston Heart | Chicago Heart | San Francisco Heart | Heart Suit | Italian Greyhound Locket | Boxer Locket | XOXO Heart Blue
,pink-heart-outline-embroidered-icon,ICON-46264177295617,Pink Heart Outline Embroidered Icon,,,low,No match - likely cut,0.8468,-1,Lover Heart | Heart Outline | Heart Suit | New York Heart | Lover Arrow Heart | Dallas Heart | Chicago Heart | LA Heart | San Francisco Heart | San Diego Heart | Italian Greyhound Locket | Boston Heart
,v2-lighter,ICON-45782332899585,Pink Lighter Embroidered Icon,,,low,No match - likely cut,0.8150,-1,Pink Lighter | Lighter | Red Rolling Suitcase | Lipstick | Charleston Suitcase | Boston Dunkin | Ice Cream | Wine Bottle | Needlepoint | LA Smoothie | Sun Tan Lotion | Coffee
